HP:0004015	橈骨骨幹端の異常
HP:0002224	羊毛様毛髪
HP:0004881	低換気エピソード
HP:0003550	主に下肢のリンパ性浮腫
HP:0002223	眉毛欠損
HP:0003551	階段の登り困難
HP:0003552	筋硬直
HP:0004851	葉酸反応性巨赤芽球性貧血
HP:0004852	白血球アルカリホスファターゼ減少
HP:0003521	不均衡性短躯低身長
HP:0004854	間歇的血小板減少
HP:0003524	メチオニン合成酵素活性の減少
HP:0004855	プロテインS活性の減少
HP:0004856	性色素性小球性貧血
HP:0003526	オロチン酸結晶尿
HP:0004857	高色素性大球性貧血
HP:0003527	高プロスタグランディン尿
HP:0003528	カルシトニン上昇
HP:0004859	無巨核球性血小板減少
HP:0003529	パラソルモン非依存性腎尿細管カルシウム再吸収増加
HP:0004850	反復性深部静脈血栓症
HP:0003532	オルニチン尿
HP:0004863	代償性溶血性貧血
HP:0004864	難治性鉄芽球性貧血
HP:0003533	アセトアルデヒド酸化遅延
HP:0003534	xanthine dehydrogenase 活性減少
HP:0004866	ADP-誘発性血小板凝集障害
HP:0003535	3-メチルグルタコン酸尿症 
HP:0003536	fumarate hydratase活性の減少
HP:0003537	低尿酸血症
HP:0003538	血清 iduronate sulfatase 活性の増加
HP:0002209	疎な頭髪
HP:0002208	粗い毛髪
HP:0002207	びまん性網状または微細結節性浸潤
HP:0002206	肺線維症
HP:0002205	反復性呼吸器感染症
HP:0002204	肺塞栓症
HP:0002203	呼吸麻痺
HP:0002202	胸膜滲出液
HP:0004860	チアミン反応性巨赤芽球性貧血
HP:0002200	偽性球麻痺サイン
HP:0003530	グルタル酸酸血症
HP:0004861	難治性大球性貧血
HP:0004831	反復性血栓性塞栓症
HP:0003502	軽度の低身長
HP:0004835	小球状赤血球症
HP:0004836	急性前骨髄球性白血病
HP:0003508	不均衡型低身長
HP:0004839	熱変形赤血球症
HP:0004840	低色素性小球性貧血
HP:0004841	第 XII 因子活性の減少
HP:0003510	重度の低身長
HP:0003513	腎カルシウムクリアランスとクレアチンクリアランス比の減少
HP:0004844	Coombs 陽性溶血性貧血
HP:0004845	急性単球性白血病
HP:0003514	チトクローム b(-245)の欠乏または欠損
HP:0004846	術後の遷延性出血
HP:0004848	Ph-陽性急性リンパ芽球性白血病
HP:0003517	97パーセンタイル異常の出生時体長 (身長)
HP:0004810	先天性再生不良性貧血
HP:0004812	Pre-B-細胞急性lリンパ芽球性白血病
HP:0004813	輸血後血小板減少
HP:0004814	そらまめ誘発性溶血性貧血
HP:0004817	薬剤感受性溶血性貧血
HP:0004818	発作性夜間ヘモグロビン尿
HP:0004819	正球性再生不良性貧血
HP:0007082	第3脳室拡大
HP:0007081	遅発性筋ジストロフィー
HP:0007083	膝蓋腱反射亢進
HP:0007086	社会的および職業的悪化
HP:0007087	不随意性けいれん的運動
HP:0007089	顔-舌線維束性収縮
HP:0004820	急性骨髄単球性白血病
HP:0004821	好中球核の過剰分節化
HP:0004822	非典型的楕円赤血球症
HP:0004823	大小不同生奇形赤血球 (Anisopoikilocytosis)
HP:0004825	ヘモグロビン酸素親和性増加
HP:0004826	葉酸不応性巨赤芽球性貧血
HP:0004828	環状鉄芽球を伴う難治性貧血
HP:0007095	前頭頭頂葉多小脳回
HP:0007097	脳神経運動神経喪失
HP:0007096	視覚路低形成
HP:0007099	I 型Arnold-Chiari 奇形
HP:0007098	発作性舞踏病様アテトーゼ
HP:0008390	趾爪と指爪の反復性喪失
HP:0008391	指爪ジストロフィー
HP:0008394	先天性爪ジストロフィー
HP:0007064	進行性言語悪化
HP:0008392	爪下過角化症
HP:0008393	第4趾先天性爪湾曲
HP:0007063	小脳虫部下半分無形成
HP:0007066	近位四肢筋硬直
HP:0008398	第5指爪低形成
HP:0008399	爪周囲過角化症
HP:0007065	前小脳虫部組織の破壊
HP:0007068	下小脳虫部低形成
HP:0008396	慢性モニリア爪感染
HP:0007067	遠位末梢感覚神経ニューロパチー
HP:0007069	最重度安定性脳症
HP:0004800	十二指腸憩室
HP:0004802	エピソード性溶血性貧血
HP:0004804	先天性溶血性貧血
HP:0004808	急性骨髄性白血病
HP:0004809	新生児同種免疫性血小板減少
HP:0007074	分厚い脳梁
HP:0007076	錐体外路筋硬直
HP:0007078	知覚神経活動電位の振幅減少
HP:0010696	極白内障
HP:0010697	前部錐体状白内障
HP:0010698	核粉状白内障
HP:0010699	三角形核白内障
HP:0010692	第2-5合指症
HP:0010693	粉状白内障
HP:0010694	層状粉状白内障
HP:0010695	縫合白内障
HP:0010690	鏡像性多指症
HP:0010691	鏡像性多趾症
HP:0008372	ビタミンA代謝の異常
HP:0008373	思春期および性腺疾患
HP:0007042	巣状白質病変
HP:0008371	中足骨骨化異常
HP:0007041	慢性リンパ球性髄膜炎
HP:0008376	鼻声の構音障害性発語
HP:0007045	正中脳石灰化
HP:0007048	大きな基底核
HP:0007047	歯状核萎縮
HP:0008383	成長の遅い爪
HP:0007052	多巣性大脳白質異常
HP:0007054	近位反射亢進
HP:0008388	趾爪の異常
HP:0007057	手-眼協調運動不全
HP:0008386	爪無形成/低形成
HP:0007058	全般性大脳萎縮/低形成
HP:0007029	大脳漿果状動脈瘤
HP:0010678	昼間遺尿
HP:0010679	組織非特異的アルカリホスファターゼ上昇
HP:0010674	脊柱湾曲の異常
HP:0010675	足骨骨化異常
HP:0010676	機械的イレウス
HP:0010677	夜尿
HP:0010672	第3足根骨の異常
HP:0009681	母指末節骨象牙骨端
HP:0009682	母指末節骨偽骨端
HP:0007020	進行性痙性対麻痺
HP:0009680	不規則な母指末節骨骨端
HP:0008354	第 X 活性化欠乏症
HP:0009685	母指末節骨の三角形骨端
HP:0007021	疼痛不応性
HP:0009686	母指骨端欠損
HP:0008352	血小板接着障害
HP:0007024	偽性球麻痺
HP:0009683	小さい母指末節骨骨端
HP:0009684	母指末節骨骨端の点状石灰化
HP:0008353	中性高アミノ酸尿
HP:0007023	出生前頭蓋内出血
HP:0009689	母指の骨端拡大
HP:0008358	高プロリン血症
HP:0009687	母指のブラケット骨端
HP:0008356	混合性高脂血症
HP:0007027	後脳形成不全
HP:0008357	第 XIII 因子活性の減少
HP:0009688	母指の円錐骨端
HP:0010689	鏡像性多指趾症
HP:0010685	腎起源アルカリホスファターゼ低値
HP:0010686	肝由来アルカリホスファターゼ低値
HP:0010687	腸由来アルカリホスファターゼ低値
HP:0010688	胎盤由来アルカリホスファターゼ低値
HP:0010681	腸由来アルカリホスファターゼ上昇
HP:0010682	胎盤由来アルカリホスファターゼ上昇
HP:0010683	組織非特異的アルカリホスファターゼ低値
HP:0010684	骨由来アルカリホスファターゼ低値
HP:0010680	腎起源のアルカリホスファターゼ上昇
HP:0009692	母指象牙骨端
HP:0008361	蒼白の皮質脊髄路
HP:0009693	母指偽骨端
HP:0008362	母趾末節骨無形成/低形成
HP:0009690	母指骨端の断片化
HP:0009691	不規則な母指骨端
HP:0008360	新生児低タンパク血症
HP:0007030	非進行性脳症
HP:0007033	小脳異形成
HP:0009696	母指の三角形骨端
HP:0008365	距骨の異常
HP:0009697	指の遠位指間(DIP)関節拘縮
HP:0008366	足関節の拘縮
HP:0007035	前方脳瘤
HP:0008363	足根骨無形成/低形成
HP:0009694	小さい母指骨端
HP:0009695	母指骨端の点状石灰化
HP:0008364	踵骨の異常
HP:0007034	全身性反射亢進
HP:0008369	足根骨骨化異常
HP:0007036	嗅覚路低形成
HP:0007039	基底核の対称性病変
HP:0009699	手骨の骨融解病変
HP:0008368	足根骨癒合症
HP:0007007	基底核空洞形成
HP:0008338	部分的機能的補体 factor D欠乏症
HP:0009669	不規則な母指基節骨骨端
HP:0008339	ジアミノ酸尿
HP:0007009	中枢神経変性
HP:0010656	骨端骨化異常
HP:0011988	腱組織の異所性骨化
HP:0011987	筋組織の異所性骨化
HP:0010657	骨ミネラル濃度の斑状減少
HP:0010658	骨ミネラル濃度の斑状変化
HP:0010659	骨ミネラル濃度の斑状バリエーション
HP:0011989	靭帯組織の異所性骨化
HP:0011984	胆嚢閉鎖
HP:0010652	硬膜の異常
HP:0200068	非進行性視力喪失
HP:0010653	大脳鎌の異常
HP:0011983	褐色色素胆石
HP:0011986	異所性骨化
HP:0010654	大脳鎌無形成
HP:0011985	無胆汁便
HP:0010655	骨端点状石灰化
HP:0011980	コレステロール胆石
HP:0010650	前上顎未発達
HP:0011982	黒色色素胆石
HP:0010651	髄膜の異常
HP:0011981	色素性胆石
HP:0200063	結腸直腸ポリープ
HP:0200064	虹彩色素非対称
HP:0200065	脈絡膜網膜変性
HP:0009660	短い母指指骨
HP:0200066	リボン様角膜変性
HP:0200067	反復性自然流産
HP:0009663	母指基節骨骨端の異常
HP:0007000	朝のミオクローヌス発作
HP:0009664	母指基節骨骨端欠損
HP:0008330	von Willebrand 因子活性の減少
HP:0007002	運動性軸索ニューロパチー
HP:0008331	運動後の creatine kinase 上昇
HP:0007001	小脳虫部Purkinje細胞喪失
HP:0009662	母指末節骨骨端の異常
HP:0008336	複合性有機酸尿
HP:0009667	母指基節骨の拡大した骨端
HP:0009668	母指基節骨骨端の断片化
HP:0009665	母指基節骨骨端ブラケット
HP:0007006	後柱変性
HP:0008335	腎性アミノ酸尿
HP:0009666	母指基節骨骨端の円錐骨端
HP:0007018	注意力欠陥多動性疾患
HP:0011999	パラノイア
HP:0010667	上顎無形成
HP:0011998	食後高血糖
HP:0010668	顴骨の異常
HP:0010669	頬骨未発達
HP:0011995	心房中隔動脈瘤
HP:0010663	視床形態の異常
HP:0200057	Marcus Gunn 瞳孔
HP:0200058	血管肉腫
HP:0011994	心房中隔の異常
HP:0010664	左および右視床癒合
HP:0011997	食後高乳酸血症
HP:0010665	両側性外反股
HP:0200059	転移性血管肉腫
HP:0010666	前鼻背低形成
HP:0011996	第 V 因子活性上昇
HP:0011991	好中球数の異常
HP:0010660	手骨骨化異常
HP:0011990	好中球生理の異常
HP:0010661	第3脳室欠損
HP:0011993	好中球殺菌能障害
HP:0010662	間脳の異常
HP:0011992	好中球形態の異常
HP:0200050	中手骨骨端ブラケット
HP:0009670	母指基節骨象牙骨端
HP:0200053	下肢の片側発育不全
HP:0200054	単趾
HP:0009671	母指基節骨偽骨端
HP:0200055	小さい手
HP:0200056	黄斑瘢痕
HP:0007011	第4脳神経麻痺
HP:0009674	母指基節骨の三角形骨端
HP:0009675	母指末節骨骨端欠損
HP:0008344	血漿分子鎖アミノ酸上昇
HP:0007010	微細運動協調不全
HP:0008341	遠位腎尿細管アシドーシス
HP:0009672	小さい母指基節骨骨端
HP:0009673	母指基節骨骨端の点状石灰化
HP:0009678	母指末節骨の拡大した骨端
HP:0008347	ミトコンドリア複合体 IV の活性減少
HP:0007015	粗大運動協調不全
HP:0008348	免疫グロブリン IgG2欠乏症
HP:0009679	母指末節骨骨端の断片化
HP:0009676	母指末節骨骨端ブラケット
HP:0007017	進行性健忘
HP:0008345	瞳孔散大筋低形成
HP:0007016	皮質脊髄路低形成
HP:0008346	赤血球鎌状化傾向の増加
HP:0009677	母指末節骨骨端の円錐骨端
HP:0008318	白血球アルカリホスファターゼ上昇
HP:0010638	肝由来アルカリホスファターゼ上昇
HP:0009649	母指末節骨無形成
HP:0010639	骨由来アルカリホスファターゼ上昇
HP:0011969	黄体形成ホルモン上昇
HP:0008316	筋組織のミトコンドリア異常
HP:0009648	三角形の母指末節骨
HP:0010634	全低嗅覚
HP:0011966	血漿シトルリン上昇
HP:0010635	部分的低嗅覚
HP:0011965	シトルリン代謝の異常
HP:0011968	食餌摂取障害
HP:0010636	裂脳症
HP:0010637	結膜アミロイドーシス
HP:0011967	低銅血症
HP:0011962	閉塞性無精子症
HP:0010630	中足骨骨端の異常
HP:0010631	足骨端の異常
HP:0011961	非閉塞性無精子症
HP:0010632	全無嗅覚
HP:0011964	間歇的有痛性筋スパスム
HP:0010633	部分的無嗅覚
HP:0011963	精巣前性無精子症
HP:0011960	黒質神経膠症
HP:0200083	重度の四肢短縮
HP:0200084	巨細胞肝炎
HP:0200085	四肢振戦
HP:0009641	母指末節骨無形成/低形成
HP:0008311	脊髄後柱ミエリン喪失
HP:0009642	幅広い母指末節骨
HP:0009640	母指基節骨-第1中手骨癒合症
HP:0009645	母指末節骨の骨融解病変
HP:0008314	ミトコンドリア複合体 II の活性減少
HP:0009646	斑状硬化症 (母指末節骨)
HP:0008315	血漿フリーカルニチン減少
HP:0009643	弾丸型母指末節骨
HP:0009644	湾曲した母指末節骨
HP:0010649	平坦な鼻翼
HP:0008327	顕微腎石灰化症
HP:0009658	母指指骨低形成/無形成
HP:0009659	母指の部分欠損
HP:0010645	趾の末節骨無形成
HP:0011977	尿中ホモバニリン酸上昇
HP:0010646	頚椎不安定
HP:0011976	尿中カテコラミン上昇
HP:0010647	異常な皮膚弾性
HP:0011979	尿中ドパミン上昇
HP:0010648	皮膚透明性
HP:0011978	尿中バニリルマンデル酸上昇
HP:0011973	発作性無気力
HP:0010641	中鼻腔の異常
HP:0011972	髄液糖減少症
HP:0010643	正中鼻閉鎖
HP:0011975	アミノグリコシド誘発性難聴
HP:0010644	正中鼻狭窄
HP:0011974	骨髄線維症
HP:0011971	描画症性蕁麻疹
HP:0011970	大脳アミロイド血管症
HP:0010640	鼻腔の異常
HP:0200071	末梢硝子体網膜変性
HP:0200072	四肢麻痺エピソード 
HP:0200073	繊毛クリアランス障害による呼吸不全
HP:0009652	弾丸型母指指骨
HP:0008321	第 X 因子活性の減少
HP:0009653	湾曲した母指指骨
HP:0008322	ミトコンドリア形態異常
HP:0009650	短い母指末節骨
HP:0008320	コラーゲン誘発性血小板凝集障害
HP:0009656	母指の指関節癒合症
HP:0009657	三角形の母指指骨
HP:0008326	ビタミンB6欠乏症
HP:0008323	杆体および錐体網膜電図異常
HP:0009654	母指指骨の骨融解病変
HP:0009655	斑状硬化症 (母指指骨)
HP:0200070	末梢網膜萎縮
HP:0011948	急性呼吸器感染症
HP:0010616	肺線維腫
HP:0010617	心線維腫
HP:0011947	呼吸器感染
HP:0010618	卵巣線維腫
HP:0009625	母指中手骨指骨(MP)関節拘縮
HP:0010619	乳房線維腫
HP:0011949	急性感染性肺炎
HP:0009626	母指指間(IP)関節拘縮
HP:0010612	足底小孔
HP:0011944	小血管血管炎
HP:0011943	尿中チオ硫酸塩増加
HP:0010614	線維腫
HP:0009629	母指基節骨無形成/低形成
HP:0011946	閉塞性細気管支炎
HP:0010615	血管線維腫
HP:0011945	肺炎を構築する閉塞性細気管支炎
HP:0011940	T12の前方楔
HP:0010610	手掌小孔
HP:0011942	尿中亜硫酸塩増加
HP:0011941	L2の前方楔
HP:0100781	仙腸関節の異常
HP:0100780	結膜過誤腫
HP:0100785	不眠
HP:0100784	末梢動静脈瘻
HP:0100783	乳房無形成
HP:0100789	 口蓋骨突起 (口蓋隆起)
HP:0100788	口唇癒合
HP:0100787	前立腺新生物
HP:0100786	過剰睡眠
HP:0009623	近位母指
HP:0010609	皮膚肉柱
HP:0009624	母指の手根骨中手骨拘縮
HP:0009622	遠位付着母指
HP:0010627	下垂体前葉低形成
HP:0011959	片側性大胸筋低形成
HP:0009638	短い母指基節骨
HP:0011958	網膜穿孔
HP:0010628	顔面麻痺
HP:0010629	上腕骨皮質の異常
HP:0008305	運動誘発性ミオグロビン尿
HP:0009636	三角形の母指基節骨
HP:0009637	母指基節骨欠損
HP:0008306	ミトコンドリアの鉄蓄積異常
HP:0011955	肝肉芽腫症
HP:0011954	肝の結節性再生過形成
HP:0010624	趾爪無形成/低形成
HP:0010625	下垂体前葉異発生
HP:0011957	胸筋の異常
HP:0008309	中鎖ジカルボン酸尿
HP:0011956	腸リンパ結節過形成
HP:0010626	下垂体前葉無発生
HP:0011951	誤嚥性肺炎
HP:0010620	頬突出
HP:0011950	細気管支炎
HP:0011953	肺リンパ腫
HP:0010621	皮膚性合趾症
HP:0010622	骨格新生物
HP:0011952	急性誤嚥性肺炎
HP:0100792	有棘細胞解離
HP:0100790	ヘルニア
HP:0100796	精巣炎
HP:0100795	異常にまっすぐな脊椎
HP:0200094	前部開放咬合
HP:0200095	前方開放咬合
HP:0200096	三角形の口
HP:0200097	口腔粘膜水泡
HP:0200098	皮膚色素欠損
HP:0100799	中耳新生物
HP:0200099	末梢網膜色素移乗
HP:0100798	指爪異形成
HP:0100797	趾爪異形成
HP:0009630	幅広い母指基節骨
HP:0009631	弾丸型母指基節骨
HP:0009634	斑状硬化症 (母指基節骨)
HP:0008303	オリーブ核変性
HP:0009635	母指指骨癒合症
HP:0009632	湾曲した母指基節骨
HP:0008301	尿中硫酸デルマタン排泄
HP:0009633	母指基節骨の骨融解病変
HP:0011926	近位母趾
HP:0011925	ミトコンドリアATP synthase 複合体活性の減少
HP:0009606	母指末節骨の完全重複
HP:0009603	母指の偏位/位置異常
HP:0011928	短い趾基節骨
HP:0011927	短い指趾
HP:0009609	第1中手骨重複
HP:0011922	ミトコンドリア呼吸鎖の異常活性
HP:0011921	進出性胸膜滲出液
HP:0011924	ミトコンドリア複合体 III の活性減少
HP:0011923	ミトコンドリア複合体 I の活性減少
HP:0009608	母指基節骨の完全重複
HP:0011920	滲出性胸膜滲出液
HP:0009601	母指無形成/低形成
HP:0011919	胸膜蓄膿 (膿胸)
HP:0011918	第4趾弯趾
HP:0009602	母指指骨の異常
HP:0009600	母指屈曲拘縮
HP:0010605	霰粒腫
HP:0009616	二分した第1中手骨
HP:0011937	第5趾爪低形成
HP:0010606	麦粒腫
HP:0009617	母指末節骨の異常
HP:0011936	血漿総カルニチン減少
HP:0009614	二分した母指基節骨
HP:0010607	外麦粒腫
HP:0011939	第3-4指皮膚性合指症
HP:0010608	内麦粒腫
HP:0009615	第1中手骨の完全重複
HP:0011933	上小脳脚伸長
HP:0010601	近位尺骨骨端の異常
HP:0011932	上小脳脚の異常
HP:0010602	2型筋線維有意
HP:0011935	尿中尿酸減少
HP:0010603	角化嚢胞性歯源性腫瘍
HP:0009618	母指基節骨の異常
HP:0010604	眼瞼膿疱
HP:0011934	腸間膜動脈瘤
HP:0011931	小脳脚の異常
HP:0011930	胸の過伸展皮膚
HP:0010600	遠位尺骨骨端の異常
HP:0009612	母指末節骨重複
HP:0009613	母指基節骨重複
HP:0011929	第3指基節骨過剰分節
HP:0009611	二分した母指末節骨
HP:0011904	ヘモグロビン F 持続
HP:0002199	低カルシウム血症性発作
HP:0011903	ヘモグロビン H
HP:0002198	第4脳室拡大
HP:0002197	全身性発作
HP:0011906	β/α合成比の減少
HP:0011905	ヘモグロビン A 減少
HP:0002196	ミエロパチー
HP:0002195	小脳虫部異発生
HP:0011900	低フィブリノーゲン血症
HP:0002194	粗大運動発達遅延
HP:0002193	偽性球麻痺行動症状
HP:0011902	ヘモグロビン異常
HP:0011901	異常フィブリノーゲン血症
HP:0002191	進行性痙性
HP:0002190	脈絡膜叢嚢胞
HP:0100862	大腿骨頭無形成
HP:0100861	椎体硬化症
HP:0100860	下腸間膜動脈瘤
HP:0100866	短い腸骨
HP:0100865	幅広い坐骨
HP:0100864	短い大腿骨頸部
HP:0100863	大腿骨頸部無形成
HP:0100869	手掌毛細血管拡張
HP:0100867	十二指腸狭窄
HP:0011915	心血管石灰化
HP:0011914	頬部多毛症
HP:0011917	短い第5趾
HP:0011916	趾伸展筋萎縮
HP:0011911	中手指節関節 (MP関節)の異常
HP:0011910	指の全指骨の短縮
HP:0011913	腰部多毛症
HP:0011912	肩甲骨関節窩の異常
HP:0100872	足底皮膚の異常
HP:0100871	手掌の異常
HP:0100870	足底毛細血管拡張
HP:0100877	腎憩室
HP:0100876	眼窩下の皺
HP:0100875	片側巨舌
HP:0100874	分厚い毛髪
HP:0100879	卵巣拡大
HP:0100878	子宮拡大
HP:0011908	片側性橈骨無形成
HP:0011907	α/β合成比の減少
HP:0011909	平坦な中手骨頭
HP:0002176	脊髄圧迫
HP:0002174	姿勢性振戦
HP:0002173	低血糖性発作
HP:0002172	姿勢不安定
HP:0002171	神経膠症
HP:0002170	頭蓋内出血
HP:0100880	腎原性遺残
HP:0100884	代償性側弯
HP:0100883	絨毛膜血管腫
HP:0100882	線維性過誤腫
HP:0100881	先天性中胚葉性腎腫
HP:0100888	指間蹄状紋
HP:0100887	眼球サイズの異常
HP:0100886	眼球位置異常
HP:0100885	側脈奇形
HP:0100889	総胆管の異常
HP:0002179	後弓反張
HP:0002188	中枢神経髄鞘形成遅延
HP:0002187	知的障害, 最重度
HP:0002186	失行症
HP:0002185	神経原線維濃縮体
HP:0002183	光恐怖症
HP:0002181	大脳浮腫
HP:0002180	神経変性
HP:0100891	二分した剣状突起
HP:0100890	総胆管嚢胞
HP:0100894	幅広い剣状突起
HP:0100893	目立つ剣状突起
HP:0100892	剣状突起の異常
HP:0100899	指骨硬化症
HP:0100898	結合織母斑
HP:0100896	直腸ポリープ症
HP:0002189	強い昼間の眠気
HP:0002155	高トリグリセリド血症
HP:0003487	Babinski サイン
HP:0002154	高グリシン血症
HP:0003489	神経病症状の急性エピソード
HP:0002153	高カリウム血症
HP:0002152	高タンパク血症
HP:0002151	血清乳酸増加
HP:0002150	高カルシウム尿
HP:0100822	直腸瘤
HP:0100821	尿道瘤
HP:0100820	糸球体症
HP:0100826	爪新生物
HP:0100825	口唇炎
HP:0003481	分節性末梢神経脱髄/再髄鞘形成
HP:0100823	性器ヘルニア
HP:0003482	筋電図: 軸索異常
HP:0002159	尿中硫酸ヘパラン排泄
HP:0003484	上肢筋虚弱
HP:0100829	乳汁漏出
HP:0002157	高窒素血症
HP:0100828	T 細胞数増加
HP:0100827	リンパ球増多症
HP:0002156	ホモシスチン尿
HP:0003498	不均衡型低身長
HP:0002166	下肢の振動覚障害
HP:0002165	翼状片形成 (爪)
HP:0002164	爪異形成
HP:0002162	後部毛髪線低位
HP:0002161	高リジン血症
HP:0002160	高ホモシスチン血症
HP:0100833	小腸新生物
HP:0100832	飛蚊症
HP:0100831	ビタミンK代謝の異常
HP:0100830	丸い耳
HP:0100837	虫食い状皮膚萎縮
HP:0003490	isovaleryl CoA および butyryl CoA の脱水障害
HP:0003491	尿中ピロリン酸上昇
HP:0100836	中枢神経悪性新生物
HP:0100835	中枢神経良性新生物
HP:0003492	尿中ゴナドトロピン高値 (原発性性腺機能低下症)
HP:0003493	抗核抗体陽性
HP:0100834	大腸新生物
HP:0002169	クローヌス
HP:0003495	GM2-ganglioside 蓄積
HP:0002168	断綴言
HP:0003496	IgM 値増加
HP:0100839	肝無発生
HP:0002167	神経学的発語障害
HP:0100838	反復性皮膚膿瘍形成
HP:0003465	8(9)-cholestenol 上昇
HP:0004796	胃腸閉塞
HP:0002133	てんかん重積
HP:0002132	孔脳症
HP:0003466	デキサメサゾン抑制試験での逆説的コルチゾール分泌の増加
HP:0004797	多発性小さい腸閉鎖
HP:0004798	胃腸管の反復感染症
HP:0002131	運動失調エピソード
HP:0003467	環軸椎不安定
HP:0004799	空回腸憩室
HP:0003468	脊椎の異常
HP:0003469	末梢神経髄鞘異形成
HP:0100840	眉毛の無形成/低形成
HP:0100844	膵瘻
HP:0100843	神経膠芽腫
HP:0100842	中隔視神経異形成
HP:0100841	小胃
HP:0100848	男性外性器新生物
HP:0100847	掌蹠膿疱
HP:0004790	小腸低形成
HP:0002139	無嗅脳症
HP:0100845	アナフィラキシーショック
HP:0002138	クモ膜下出血
HP:0004791	食道潰瘍
HP:0003460	全免疫グロブリンA欠乏症
HP:0003461	尿中 O-linked sialopeptides 増加
HP:0004792	直腸会陰瘻
HP:0002136	幅広歩行
HP:0003462	8-dehydrocholesterol 上昇
HP:0003463	神経外自己蛍光脂肪色素の増加
HP:0002135	基底核石灰化
HP:0004794	小腸回転異常
HP:0004795	過誤腫胃ポリープ
HP:0002134	基底核の異常
HP:0003464	コレステロールホメオスターシス異常
HP:0100849	陰嚢新生物
HP:0002144	係留脊髄
HP:0002143	脊髄の異常
HP:0003477	末梢神経軸索ニューロパチー
HP:0002141	不均衡歩行
HP:0002140	虚血卒中
HP:0100851	異常な感情/情動行動
HP:0100850	陰茎新生物
HP:0100855	上腕三頭筋低形成
HP:0100854	筋無形成
HP:0100853	乳輪低形成
HP:0100852	異常な恐怖/不安関連行動
HP:0100859	上腸間膜動脈瘤
HP:0100858	腹腔動脈瘤
HP:0100857	平坦なトルコ鞍
HP:0003470	麻痺
HP:0100856	脊椎骨化不全
HP:0002149	高尿酸血症
HP:0002148	低リン血症
HP:0003472	低カルシウム血症性テタニー
HP:0003473	疲労性虚弱
HP:0003474	感覚障害
HP:0002145	前頭側頭葉認知症
HP:0002111	拘束性呼吸不全
HP:0003443	神経終末サイズの減少
HP:0003444	筋電図: 慢性変性サイン
HP:0002110	気管支拡張
HP:0003445	筋電図: 神経症変化
HP:0003447	軸索喪失
HP:0004779	脆い頭髪
HP:0003448	知覚神経伝導速度の振幅減少
HP:0003449	寒冷誘発性筋けいれん (こむらがえり)
HP:0002119	脳室拡大
HP:0002118	大脳脳室の異常
HP:0004771	早発性体毛白髪
HP:0003440	水平仙骨
HP:0002113	肺浸潤
HP:0003454	血小板抗体陽性
HP:0004785	結腸回転異常
HP:0003455	長鎖脂肪酸上昇
HP:0004786	空腸憩室
HP:0002121	欠神発作
HP:0003456	PTH 投与への尿中 cyclic AMP反応の低下
HP:0004787	激症肝炎
HP:0002120	大脳皮質萎縮
HP:0004788	腸リンパ性浮腫
HP:0003457	筋電図異常
HP:0003458	筋電図: ミオパチー異常
HP:0004789	乳糖不耐症
HP:0003459	ポリクローナル IgM 上昇
HP:0004780	肘多毛症
HP:0002127	上位運動ニューロンの異常
HP:0002126	多小脳回
HP:0003450	軸索再生
HP:0004782	頭髪寡毛症
HP:0003451	早期染色体濃縮率の増加
HP:0003452	血清鉄増加
HP:0004783	十二指腸ポリープ症
HP:0003453	抗好中球抗体陽性
HP:0004784	若年性胃腸ポリープ症
HP:0002123	全身性ミオクローヌス発作
HP:0004752	先天性房室解離
HP:0003421	扁平脊椎 (小児期)
HP:0003422	脊椎分節異常
HP:0003423	胸腰椎後側弯
HP:0004754	永久性心房細動
HP:0004755	上室性頻拍
HP:0004756	心室性 頻拍
HP:0004757	発作性心房細動
HP:0003426	第1背側骨間筋筋萎縮
HP:0004758	労作性多形性心室性頻拍
HP:0003427	母指球筋虚弱
HP:0004759	結節性石灰化性大動脈弁疾患
HP:0003429	中枢神経髄鞘形成低下
HP:0100800	膵無形成/低形成
HP:0100804	爪線維腫 線維腫
HP:0100803	爪周囲の異常
HP:0100802	胃位置異常
HP:0100801	膵無形成
HP:0100808	胃憩室
HP:0100807	長い指
HP:0100806	敗血症
HP:0004751	発作性心室性頻拍
HP:0100805	早発閉経
HP:0002100	反復性誤嚥性肺炎
HP:0004763	発作性上室性頻拍
HP:0004764	粘液腫性僧帽弁変性
HP:0003434	感覚失調性ニューロパチー
HP:0003435	寒冷誘発性手けいれん (こむらがえり)
HP:0100809	頭皮過敏性
HP:0003436	遷延性微小終板電位 
HP:0004768	疎な前部頭髪
HP:0003438	アキレス腱反射欠損
HP:0100811	結腸無形成/低形成
HP:0100810	尖った耳輪
HP:0002109	気管支の異常
HP:0002108	自然気胸
HP:0002107	気胸
HP:0100814	青色母斑
HP:0100813	精巣捻転
HP:0100812	口臭
HP:0002105	喀血
HP:0100819	腸瘻
HP:0002104	無呼吸
HP:0004760	先天性中隔欠損
HP:0100818	長い胸郭
HP:0002103	胸膜の異常
HP:0100817	腎血管性高血圧
HP:0002102	胸膜炎
HP:0004761	血管形成術後性冠動脈狭窄
HP:0100816	口唇高色素
HP:0004762	低形成 of right ventricle
HP:0003431	運動神経活動電位の振幅減少
HP:0002101	肺分葉の異常
HP:0003400	基底層 'オニオンバルブ' 形成
HP:0004732	腎尿酸クリアランス障害
HP:0003401	感覚異常
HP:0003402	微小終板電位減少
