OMIM:616033	小頭-低身長-ブドウ糖代謝異常
OMIM:603688	
OMIM:603689	遺伝性ミオパチー-早期呼吸不全
OMIM:603694	糖尿病, 非インスリン依存性, 3 (NIDDM3)
OMIM:603720	難聴, 常染色体劣性 16 (DFNB16)
OMIM:603736	Ohdo 症候群, SBBYS バリアント (SBBYSS)
OMIM:603737	
OMIM:603740	尖端異形成-骨化遅延-低身長-腓骨低形成
OMIM:603744	
OMIM:603776	高コレステロール血症, 家族性, 3 (FH3)
OMIM:603786	Stargardt 病 4 (STGD4)
OMIM:603794	
OMIM:603802	小頭-単純な脳回パターン
OMIM:603806	
OMIM:603813	高コレステロール血症, 家族性劣性 (FHAR)
OMIM:603828	
OMIM:603829	心室細動, 心筋梗塞での, への感受性
OMIM:603830	QT 延長症候群 (LQT3)
OMIM:603855	
OMIM:603860	腎髄質性嚢胞症 2 (MCKD2)
OMIM:603896	白質脳症-消失する白質
OMIM:603902	異赤血球造血性貧血, 先天性, アイルランド人またはWheathreall 型
OMIM:603903	鎌状赤血球性貧血
OMIM:603909	自己免疫性リンパ増殖症候群 II 型 (ALPS2)
OMIM:603918	
OMIM:603933	
OMIM:603935	
OMIM:603964	難聴, 常染色体優性 16
OMIM:603965	巣状分節性糸球体硬化症 2 (FSGS2)
OMIM:604060	難聴, 常染色体劣性 20
OMIM:604091	低αリポ蛋白血症, 原発性
OMIM:604116	錐体桿体ジストロフィー 3
OMIM:604117	Vohwinkel 症候群, バリアント型
OMIM:604121	小脳性運動失調-難聴-ナルコレプシー, 常染色体優性
OMIM:604129	掻痒性表皮水疱症
OMIM:604131	αサラセミア
OMIM:604145	心筋症, 拡張型, 1G
OMIM:604154	
OMIM:604168	先天性白内障-顔貌異常-ニューロパチー (CCFDN)
OMIM:604169	左室緻密化障害1
OMIM:604172	
OMIM:604173	ポイキロデルマ-好中球減少 (PN)
OMIM:604183	コレステリン腫, 先天性
OMIM:604185	顔面神経不全麻痺, 遺伝性, 先天性2
OMIM:604187	痙性対麻痺 10, 常染色体優性
OMIM:604201	
OMIM:604211	Hirschsprung 病-心奇形-喉頭奇形-軸前性多指症
OMIM:604213	Chudley-McCullough 症候群
OMIM:604218	脳症, 家族性, neuroserpin 小体を伴う (FEN1B)
OMIM:604219	白内障9, 多形性
OMIM:604229	前眼区異発生5
OMIM:604232	Leber 先天性黒内障 III 型 (LCA3)
OMIM:604233	全身性てんかん-熱性けいれんプラス, 1 型
OMIM:604250	ヘモクロマトーシス 3 型
OMIM:604254	失読症への感受性3
OMIM:604257	Camera-Marugo-Cohen 症候群
OMIM:604271	成長ホルモン不応症, 部分的
OMIM:604273	ミトコンドリア複合体V (ATP synthase)
OMIM:604278	腎尿細管性アシドーシス, 近位-眼異常-精神遅滞
OMIM:604286	筋ジストロフィー, 肢帯型,, 常染色体劣性4
OMIM:604287	
OMIM:604288	心筋症, 拡張型 , 1H
OMIM:604290	無セルロプラスミン血症
OMIM:604291	
OMIM:604292	欠指-外胚葉形成不全-口唇口蓋裂症候群 3 (EEC3)
OMIM:604302	関節リウマチ, 全身型若年性
OMIM:604307	白内障2, 多型性
OMIM:604308	MASS 症候群
OMIM:604314	瞼裂狭小-顔面奇形-性器奇形-精神遅滞
OMIM:604315	貧血, 先天性低形成性-多発性先天奇形/精神遅滞症候群
OMIM:604316	
OMIM:604317	小頭症2, 原発性, 常染色体劣性, +/- 皮質奇形 (MCPH2)
OMIM:604320	脊髄性筋萎縮症, 遠位, 常染色体劣性, 1
OMIM:604321	小頭症4, 原発性, 常染色体劣性
OMIM:604324	
OMIM:604326	脊髄小脳性運動失調 12 (SCA12)
OMIM:604329	
OMIM:604335	
OMIM:604348	睡眠相前進症候群, 家族性, 1
OMIM:604352	熱性けいれん, 家族性, 4 (FEB4)
OMIM:604356	Duane 後退症候群2 (DURS2)
OMIM:604360	痙性対麻痺 11, 常染色体劣性 (SPG11)
OMIM:604363	ミオクロニーてんかん-先天性難聴-黄斑ジストロフィー-精神病
OMIM:604367	脂肪ジストロフィー, 家族性部分的, 3型 (FPLD3)
OMIM:604369	Salla 病
OMIM:604370	
OMIM:604377	心筋脳症, 致死性乳児, シトクロム c オキシダーゼ欠損による1
OMIM:604379	寡毛症 7
OMIM:604380	尺骨線異発生-軸後性多指症-腎嚢胞性異形成
OMIM:604381	動脈管開存-二弁性大動脈弁-手奇形
OMIM:604382	滑脳症, 家族性-口蓋裂-小脳低形成
OMIM:604387	ネフロン癆 3 (NPHP3)
OMIM:604393	Leber 先天性黒内障4
OMIM:604400	催不整脈性右室異形成, 家族性 5 (ARVD5)
OMIM:604401	催不整脈性右室異形成, 家族性 6(ARVD6)
OMIM:604403	全身性てんかん-熱性けいれんプラス, 2型
OMIM:604416	化膿性無菌性関節炎-壊疽性膿皮症-アクネ
OMIM:604431	ポリニューロパチー, 致死性新生児, 軸索感覚運動, 常染色体劣性
OMIM:604432	脊髄小脳性運動失調 11
OMIM:604451	
OMIM:604454	Welander 遠位ミオパチー (WDM)
OMIM:604484	遺伝性運動感覚ニューロパチー, 沖縄型
OMIM:604498	先天性無巨核芽球性血小板減少 (CAMT)
OMIM:604499	高脂血症, 混合性, 2 (HYPLIP2)
OMIM:604519	
OMIM:604536	外胚葉形成不全/皮膚脆弱症候群
OMIM:604537	Leber 先天性黒内障 5
OMIM:604559	進行性家族性心ブロック IB 型
OMIM:604563	Charcot-Marie-tooth 病4B2型
OMIM:604571	はだかのリンパ球症候群 I 型
OMIM:604625	歯無発生, 選択的, 3
OMIM:604690	成長遅延-発達遅滞-眼瞼下垂-心奇形-鎖肛
OMIM:604715	起立不応症
OMIM:604717	難聴, 常染色体優性 20 (DFNA20) (DFNA26)
OMIM:604757	頭蓋骨縫合早期癒合 2
OMIM:604765	心筋症, 拡張型 , 1I
OMIM:604771	多嚢胞性骨疾患 (PCBD)
OMIM:604772	心室性頻拍症, カテコラミン作動性多形性, 1, +/- 心房機能障害 +/- 拡張型心筋症 (VTSIP)
OMIM:604777	魚鱗癬, 先天性, 常染色体劣性5
OMIM:604801	筋ジストロフィー, 先天性, 1B
OMIM:604802	ハンチントン病様2
OMIM:604804	小頭症3, 原発性, 常染色体劣性
OMIM:604805	痙性対麻痺12, 常染色体優性
OMIM:604809	
OMIM:604827	てんかん, 本態性全身性, 感受性, 7
OMIM:604830	下顎顔面異骨症候群, Bauru 型
OMIM:604841	Stickler 症候群 2型
OMIM:604855	
OMIM:604864	骨関節炎-軽度の軟骨異形成
OMIM:604901	北アメリカインディアン小児肝硬変
OMIM:604906	統合失調症 9
OMIM:604916	水腎症, 先天性-口蓋裂-顔貌異常-筋緊張低下-精神遅滞
OMIM:604919	Becker 母斑症候群
OMIM:604922	骨皮質異常-ウォルム氏骨-象牙質形成不全
OMIM:604928	Wolfram 症候群 2 (WFS2)
OMIM:604931	Cortisone reductase 欠乏症 1
OMIM:605013	小水無脳症
OMIM:605019	低βリポ蛋白血症, 家族性, 2
OMIM:605021	ミオクロニーてんかん, 家族性乳児
OMIM:605026	糖尿病, 先天性自己免疫性
OMIM:605027	
OMIM:605028	LDLリポ蛋白コレステロール,軽度上昇
OMIM:605039	Bohring-Opitz 症候群)
OMIM:605040	鎖骨低形成-顴骨弓低形成-小顎 (CHZAM)
OMIM:605041	
OMIM:605055	Alzheimer 病, 早期発症家族性-アミロイドおよびプリオン病理の共存
OMIM:605067	三尖弁閉鎖
OMIM:605105	
OMIM:605115	高血圧, 早期発症, 常染色体優性-重度の妊娠時悪化
OMIM:605130	Wiedemann-Steiner 症候群
OMIM:605192	難聴, 常染色体優性 23 (DFNA23)
OMIM:605218	SLE 感受性 2 (SLEB2)
OMIM:605225	
OMIM:605229	痙性対麻痺14, 常染色体劣性 (SPG14)
OMIM:605231	Bardet-Biedl 症候群 6
OMIM:605233	
OMIM:605244	Carney 複合 II 型 (CNC2)
OMIM:605249	
OMIM:605253	ニューロパチー, 先天性ミエリン形成不全性, 1, 常染色体劣性
OMIM:605258	免疫不全-IgM高値2型
OMIM:605259	脊髄小脳性運動失調13
OMIM:605274	四肢中部短縮性異形成, Savarirayan 型
OMIM:605275	Noonan 症候群 2
OMIM:605280	痙性対麻痺13, 常染色体優性 (SPG13)
OMIM:605282	Temtamy 軸前性短指症候群
OMIM:605285	ニューロパチー, 遺伝性運動感覚, Russe 型
OMIM:605289	裂手/裂足奇形4
OMIM:605293	視神経萎縮4
OMIM:605309	巨頭/自閉症症候群
OMIM:605321	前頭眼症候群
OMIM:605355	ネマリンミオパチー5
OMIM:605361	脊髄小脳性運動失調14
OMIM:605362	心筋症, 拡張型 , 1J
OMIM:605364	
OMIM:605365	
OMIM:605373	
OMIM:605375	てんかん, 夜間性前頭葉, 3型
OMIM:605376	内臓逆位, 2, 常染色体性 (HTX2)
OMIM:605387	白内障31, 多形性
OMIM:605388	脳性まひ, 運動失調性, 常染色体劣性
OMIM:605389	減毛症 1
OMIM:605400	線維腫症, 歯肉-多毛-精神遅滞
OMIM:605407	瀬川症候群, 常染色体劣性
OMIM:605419	統合失調症10
OMIM:605428	難聴, 常染色体劣性26 (DFNB26)
OMIM:605429	
OMIM:605462	
OMIM:605463	放射線感受性/染色体不安定症候群, 常染色体優性
OMIM:605472	Usher 症候群 IIC 型
OMIM:605479	
OMIM:605480	
OMIM:605526	Alzheimer 病6
OMIM:605543	パーキンソン病4, 常染色体優性
OMIM:605544	線維腫, 歯肉, 2
OMIM:605549	錐体桿体ジストロフィー 8
OMIM:605552	腹部肥満-代謝症候群 (AOMS)
OMIM:605572	腹部肥満-代謝症候群量的形質2
OMIM:605582	心筋症, 拡張型, 1K
OMIM:605583	難聴, 常染色体優性非症候群性感音性 25
OMIM:605588	Charcot-Marie-Tooth 病, 2B1 型
OMIM:605589	Charcot-Marie-Tooth 病, 軸索性, 2B2
OMIM:605594	難聴, 常染色体優性39-象牙質形成不全 1
OMIM:605598	糖尿病, インスリン依存性, 18
OMIM:605606	
OMIM:605618	Fallot 四徴症, 常染色体劣性
OMIM:605627	大脳眼鼻症候群
OMIM:605635	高アルドステロン症, 家族性, II 型
OMIM:605637	ミオパチー, 近位-眼球運動麻痺
OMIM:605642	
OMIM:605670	遅発性網膜変性症
OMIM:605672	小脳失調-高ゴナゴトロピン性性腺機能低下症
OMIM:605676	拡張型心筋症-羊毛様毛髪-角皮症
OMIM:605711	多発性ミトコンドリア機能障害症候群1
OMIM:605714	大脳アミロイド血管症, APP 関連
OMIM:605724	Fanconi 貧血, 相補群 D1 (FANCD1; FAD1)
OMIM:605726	遠位脊髄性筋萎縮, 常染色体劣性2
OMIM:605727	
OMIM:605728	白内障25
OMIM:605735	出血性疾患, 血小板型, 12
OMIM:605738	小眼球症, 単独-コロボーマ 2
OMIM:605746	乳房非対称
OMIM:605749	白内障26, 多形性)
OMIM:605750	滲出性硝子体網膜症, 家族性, 3 (EVR3)
OMIM:605751	良性乳児けいれん2 (BFIC2)
OMIM:605756	性腺異形成, 高ゴナゴトロピン性, XX 型-低身長-反復性代謝性アシドーシス
OMIM:605779	爪疾患, 非症候群性先天性, 7
OMIM:605803	
OMIM:605804	
OMIM:605805	
OMIM:605808	Birdshot 脈絡膜網膜症
OMIM:605809	筋無力症候群, 先天性, 4A, slow-channel
OMIM:605814	シトルリン血症 II 型, 新生児発症
OMIM:605818	難聴, 常染色体劣性 27
OMIM:605820	野中ミオパチー
OMIM:605822	脊椎眼症候群
OMIM:605827	基底様濾胞性過誤腫症候群, 全身性, 常染色体優性
OMIM:605838	ベイビーがらがら蛇骨盤異形成
OMIM:605841	ナルコレプシー2への感受性
OMIM:605844	
OMIM:605845	
OMIM:605850	
OMIM:605856	低身長-精神遅滞-脳梁無発生-半鼻低形成-無眼球-非典型的口蓋裂
OMIM:605899	グリシン脳症
OMIM:605909	パーキンソン病6, 常染色体劣性早期発症
OMIM:605911	3-ヒドロキシ-3メチルグタリル-CoA シンサーゼ 2, ミトコンドリア, 欠損症
OMIM:605913	出血性疾患, 東部テキサス型
OMIM:605934	全前脳症6
OMIM:605935	関節症, びらん性
OMIM:605944	肝線維嚢胞疾患-多指症
OMIM:605945	ぺちゃんこの耳介と小口
OMIM:605946	骨幹端異形成, Braun-Tinschert 型
OMIM:605967	先端胸症候群
OMIM:605990	尿酸腎石症
OMIM:606002	脊髄小脳失調, 常染色体劣性 1
OMIM:606003	トランスアルドラーゼ欠損症
OMIM:606012	難聴, 常染色体優性非症候群性感音性 18
OMIM:606049	末端肥大症状-過成長-口蓋裂-ヘルニア
OMIM:606053	知的発達障害-自閉症-発語遅滞
OMIM:606054	プロピオン酸血症
OMIM:606056	先天性グリコシル化異常症 IIb (CDG2B)
OMIM:606068	色素性網膜炎 28
OMIM:606069	ヘモクロマトーシス 4 型
OMIM:606070	筋萎縮性側索硬化症21
OMIM:606071	遺伝性運動感覚ニューロパチー IIc 型
OMIM:606082	甲状腺腫, 多結節性
OMIM:606129	Diamond-Blackfan 貧血 2
OMIM:606156	Sener 症候群
OMIM:606159	神経変性症-脳鉄蓄積3
OMIM:606164	Diamond-blackfan 貧血 15-下顎顔面異骨症
OMIM:606170	性器膝蓋骨症候群
OMIM:606174	
OMIM:606175	カルニチンアセチルトランスフェラーゼ欠損症
OMIM:606176	糖尿病, 永続性新生児
OMIM:606177	毛様体輪炎
OMIM:606179	動脈瘤性骨嚢胞
OMIM:606183	喉頭外転筋麻痺-小脳失調-運動ニューロパチー
OMIM:606187	Alzheimer病7
OMIM:606190	
OMIM:606215	心房心室中隔欠損 1
OMIM:606217	心房心室中隔欠損 2
OMIM:606220	精神遅滞-低身長-顔面奇形-関節脱臼
OMIM:606232	Phelan-McDermid 症候群
OMIM:606240	
OMIM:606242	精神遅滞-小頭-成長遅滞-関節拘縮-顔貌異常
OMIM:606243	
OMIM:606263	骨ページェット病4
OMIM:606282	難聴, 常染色体優性非症候群性感音性24
OMIM:606324	パーキンソン病7, 常染色体劣性早期発症
OMIM:606325	内臓錯位症, 3, 常染色体性 (HTX3)
OMIM:606346	難聴, 常染色体優性 22
OMIM:606348	
OMIM:606349	
OMIM:606353	原発性側索硬化症, 若年性
OMIM:606367	免疫不全41-リンパ増殖-自己免疫
OMIM:606392	成人型糖尿病, 若年発症 IV 型 (MODY4)
OMIM:606394	成人型糖尿病, 若年発症 VI 型 (MODY6)
OMIM:606407	筋緊張低下-シスチン尿症候群
OMIM:606408	Ehlers-Danlos 症候群, 古典型様
OMIM:606438	ハンチントン病様2
OMIM:606445	
OMIM:606451	難聴, 常染色体優性30
OMIM:606482	Charcot-Marie-Tooth 病, 優性中間 (CMTDIB)
OMIM:606483	Charcot-Marie-Tooth 病, 優性中間 A
OMIM:606519	PHACE 連合
OMIM:606527	Megarbane 症候群
OMIM:606528	ホモ接合体性 11p15-p14 欠失症候群
OMIM:606529	頭蓋縫合早期癒合症候群, 常染色体劣性
OMIM:606545	魚鱗癬, 先天性, 常染色体劣性3
OMIM:606552	エピソード性運動失調, 4 型
OMIM:606554	エピソード性運動失調, 4 型
OMIM:606574	眼皮膚白皮症 IV 型
OMIM:606579	
OMIM:606581	
OMIM:606593	LIG4 症候群
OMIM:606595	Charcot-Marie-Tooth 病, 軸索型, 2F
OMIM:606612	筋ジストロフィー-ジストログリカン症 (先天性, 脳および眼奇形) B型, 5
OMIM:606616	失読症への感受性6 (DYX6)
OMIM:606631	Camurati- Engelmann 病 II 型
OMIM:606640	筋萎縮性側索硬化症3型 (ALS3)
OMIM:606656	基底核石灰化, 本態性, 2 (IBGC2)
OMIM:606657	緑内障, 正常眼圧, 感受性
OMIM:606658	脊髄小脳失調 15 (SCA15)
OMIM:606660	
OMIM:606661	
OMIM:606662	Waardenburg 症候群 2C 型
OMIM:606664	グリシン N-メチルトランスフェラーゼ欠損症
OMIM:606668	
OMIM:606674	
OMIM:606675	
OMIM:606685	心筋症, 拡張型, 1L (CMD1L)
OMIM:606688	海綿状脳症-神経精神症状
OMIM:606689	緑内障1, 開放隅角, B
OMIM:606693	Kufor-Rakeb 症候群
OMIM:606703	ジスキネジア, 家族性-顔面ミオキミア
OMIM:606705	難聴, 常染色体優性36
OMIM:606708	裂手/裂足奇形5
OMIM:606711	
OMIM:606712	
OMIM:606713	Van der Woude 症候群 2 (VWS2)
OMIM:606719	
OMIM:606721	部分的リポジストロフィー-先天性白内障-神経変性症候群
OMIM:606744	Seckel 症候群 2 (SCKL2)
OMIM:606752	
OMIM:606762	高インスリン血症性低血糖, 家族性, 6
OMIM:606763	繊毛ジスキネジア, 原発性, 2
OMIM:606764	
OMIM:606766	精子形成不全 3
OMIM:606768	ミオパチー, 遠位-前脛骨筋発症
OMIM:606772	精神遅滞-肥満-下顎突出-眼および皮膚奇形
OMIM:606773	片側顔筋過形成
OMIM:606777	GLUT1 欠乏症候群 1 (GLUT1DS1)
OMIM:606785	Crigler-Najjar 症候群, II 型
OMIM:606787	
OMIM:606788	
OMIM:606798	眼瞼けいれん, 良性本態性への感受性
OMIM:606799	
OMIM:606812	フマラーゼ欠損症
OMIM:606824	ブドウ糖/ガラクトース吸収不全
OMIM:606835	指趾関節症-短指症, 家族性 (FDAB)
OMIM:606840	睡眠時異常行動, 睡眠時歯ぎしり型
OMIM:606842	心神経筋症-硝子体変性腫瘤-ネマリン杆状体
OMIM:606843	免疫不全, 高IgM性, 3型
OMIM:606851	Cree 精神遅滞症候群
OMIM:606852	パーキンソン病 10 (PARK10)
OMIM:606854	多小脳回, 両側性前頭頭頂部
OMIM:606856	
OMIM:606864	
OMIM:606874	Hirschsprung 病への感受性6
OMIM:606875	Hirschsprung 病への感受性7
OMIM:606889	Alzheimer 病, 4 型
OMIM:606893	血管奇形, 原発性骨内
OMIM:606894	十二指腸空腸閉鎖-腸軸捻転-背側腸間膜欠損-上腸間膜動脈欠損
OMIM:606895	遠位指趾骨癒合-小歯症-歯髄石-狭い顴骨弓
OMIM:606896	失読症への感受性5
OMIM:606943	Usher 症候群 IG 型 (USH1G)
OMIM:606952	眼皮膚型白皮症 IB 型 (OCA1B)
OMIM:606963	
OMIM:606966	ネフロン癆4 (NPHP4)
OMIM:606972	てんかん, 本態性全身性への感受性2
OMIM:606984	高レニン血症性低アルドステロン血症, 家族性, 2
OMIM:606995	Senior-Loken 症候群, 3番染色体座
OMIM:606996	Senior-Loken 症候群 4
OMIM:607004	A1B型短指症 (BDA1B)
OMIM:607014	Hurler 症候群
OMIM:607015	Hurler-Scheie 症候群
OMIM:607016	ムコ多糖症 I-S 型
OMIM:607017	難聴, 常染色体優性非症候群性感音性21
OMIM:607039	難聴, 常染色体劣性22
OMIM:607044	
OMIM:607060	パーキンソン病8, 常染色体優性
OMIM:607078	骨端異形成, 多発性, 5 (EDM5)
OMIM:607080	性腺異発生, 46,XY, 部分-ミニ小束性ニューロパチー
OMIM:607084	難聴, 常染色体劣性31
OMIM:607085	
OMIM:607087	大動脈瘤, 家族性胸部2 (AAT2)
OMIM:607088	脊髄性筋萎縮症, 遠位, 常染色体劣性, 3 (DSMA3)
OMIM:607091	先天性グリコシル化異常症 IId (CDG2D)
OMIM:607101	難聴, 常染色体劣性30
OMIM:607107	
OMIM:607115	CINCA 症候群 (CINCA)
OMIM:607116	Alzheimer病8
OMIM:607131	Al-Garali-Bakalinova 症候群
OMIM:607132	喉頭閉鎖-脳瘤-四肢変形
OMIM:607134	
OMIM:607136	脊髄小脳失調17
OMIM:607140	網膜色素線条
OMIM:607143	先天性グリコシル化異常症 Ig 型 (CDG1G)
OMIM:607151	もやもや病2
OMIM:607152	痙性対麻痺19, 常染色体優性 (SPG19)
OMIM:607154	
OMIM:607155	筋ジストロフィー-ジストログリカン症 (肢帯), C型, 5
OMIM:607161	多発先天奇形, クローバー葉頭蓋を伴う
OMIM:607174	
OMIM:607196	小頭症, Amish 型
OMIM:607200	甲状腺ホルモン生成異常症6
OMIM:607202	
OMIM:607208	Dravet 症候群
OMIM:607214	無爪症, 全 -小頭症
OMIM:607221	てんかん, 部分-中心周囲棘波
OMIM:607225	痙性対麻痺, 乳児期発症上向性
OMIM:607236	低プロβリポ蛋白血症-有棘赤血球増加-色素性網膜炎-淡蒼球変性
OMIM:607239	難聴, 常染色体劣性33
OMIM:607248	
OMIM:607250	脊髄小脳失調, 常染色体劣性-軸索性ニューロパチー
OMIM:607258	高カルシウム尿症, 吸収性, 1
OMIM:607259	痙性対麻痺7, 常染色体劣性 (SPG14)
OMIM:607271	Caspase 8 欠乏症
OMIM:607277	
OMIM:607278	骨線維性異形成, 感受性
OMIM:607279	
OMIM:607304	白内障27
OMIM:607308	
OMIM:607313	注視麻痺, 家族性水平性-進行性側弯, 1
OMIM:607317	脊髄小脳失調, 常染色体劣性4
OMIM:607323	Duane-橈側指症候群 (DRRS)
OMIM:607324	A3 型軸後性短指症 (PAPA3)
OMIM:607326	Smith-McCort 異形成 1
OMIM:607329	高血圧, 本態性への感受性3
OMIM:607330	ラソステロール症
OMIM:607339	
OMIM:607341	巣状皮質異形成 II 型
OMIM:607346	脊髄小脳失調19 (SCA19)
OMIM:607354	側弯, 本態性への感受性2
OMIM:607361	Meckel 症候群3型
OMIM:607364	Bartter 症候群 3型
OMIM:607371	ジストニア, 若年発症
OMIM:607373	自閉症への感受性 2
OMIM:607395	
OMIM:607398	グルココルチコイド欠損症2
OMIM:607417	精神遅滞, 常染色体劣性, 2
OMIM:607426	コエンザイム Q10 欠損症, 原発性, 1
OMIM:607432	滑脳症 1 (LIS1)
OMIM:607450	催不整脈性右室異形成, 家族性 8 (ARVD8)
OMIM:607453	難聴, 常染色体優性44
OMIM:607454	脊髄小脳失調 21 (SCA21)
OMIM:607458	脊髄小脳失調18
OMIM:607459	知覚性運動失調性ニューロパチー-構音障害-眼球運動不全麻痺
OMIM:607464	
OMIM:607473	ビタミンK依存性凝固因子, 混合性欠損症, 2
OMIM:607475	
OMIM:607476	Newfundland 杆体錐体ジストロフィー
OMIM:607482	心筋症, 拡張型, 1M (CMD1M)
OMIM:607483	チアミン代謝異常症候群2 (ビオチンまたはチアミン反応型)
OMIM:607485	前頭側頭葉変性, TDP43封入体を伴う, GRN関連)
OMIM:607487	心筋症, 家族性肥大型, 25
OMIM:607488	ジストニア15, ミオクローヌス性 (DYT15)
OMIM:607498	
OMIM:607499	
OMIM:607501	片頭痛, 前兆なし,への感受性, 4
OMIM:607504	
OMIM:607507	
OMIM:607508	
OMIM:607516	
OMIM:607523	爪疾患, 非症候群性先天性, 8
OMIM:607539	屈合多指症, 複雑性
OMIM:607540	分泌性下痢-ミオパチー-難聴
OMIM:607541	角膜ジストロフィー, Avellino 型 (CDA)
OMIM:607543	脊椎骨幹端異形成-上腕湾曲-顔貌異常
OMIM:607554	心房細動, 家族性, 3
OMIM:607565	痙性対麻痺-運動失調-精神遅滞
OMIM:607569	ミオパチー, 遠位-早期呼吸不全, 常染色体優性
OMIM:607572	
OMIM:607578	息止め発作
OMIM:607584	
OMIM:607592	
OMIM:607594	分類不能型免疫不全1
OMIM:607595	脳小血管病 +/- 眼奇形
OMIM:607596	橋小脳低形成 1A 型
OMIM:607597	嚢胞を伴う小眼球-両側性顔裂-四肢奇形
OMIM:607598	致死性先天性関節拘縮症候群2 (LCCS2)
OMIM:607600	表面単純型表皮水疱症
OMIM:607602	魚鱗癬, 周期性-表皮融解性角化症
OMIM:607616	Niemann-Pick 病B型
OMIM:607624	Griscelli 症候群 2 型
OMIM:607625	Niemann-Pick 病C2型
OMIM:607626	魚鱗癬-白血球空胞-禿頭-硬化性胆管炎 (ILVASC)
OMIM:607628	てんかん, 本態性全身性への感受性11
OMIM:607631	てんかん, 若年性アブサンへの感受性1
OMIM:607634	大理石骨病, 常染色体優性1
OMIM:607636	Van Buchem 病, 2 型 (VBCH2)
OMIM:607641	ニューロン症, 遠位遺伝性運動 VIIB 型
OMIM:607644	カンジダ症, 家族性, 3
OMIM:607654	線状掌蹠角皮症 III
OMIM:607655	皮膚脆弱-羊毛様毛髪症候群
OMIM:607656	カール状毛髪-先端角皮-齲歯症候群 (CHACS)
OMIM:607658	減毛症-骨融解-歯周囲炎-掌蹠角皮症候群
OMIM:607665	尿細管間質性腎炎-ブドウ膜炎
OMIM:607671	ジストニア13, 捻転, 常染色体優性
OMIM:607674	白内障, 先天性-精神遅滞-歯状核脳回萎縮
OMIM:607676	IRAK4  欠乏症
OMIM:607677	Charcot-Marie-Tooth 病, 軸作成, 2I 型
OMIM:607678	Charcot-Marie-Tooth 病, 脱髄性, 1D 型
OMIM:607681	てんかん, 小児アブサンへの感受性２
OMIM:607682	てんかん, 本態性全身性への感受性9
OMIM:607683	難聴, 常染色体優性52
OMIM:607684	Charcot-Marie-Tooth 病, 軸索性, 2E 型
OMIM:607685	好酸球増多症候群, 本態性
OMIM:607688	パーキンソン病11, 常染色体優性, への感受性
OMIM:607694	白質ジストロフィー, ミエリン形成不全性 +/- 乏歯症 +/- 低ゴナドトロピン性性腺機能低下症)
OMIM:607706	Charcot-Marie-Tooth 病, 軸索性-声帯不全麻痺, 常染色体劣性
OMIM:607728	汗孔角化症4, 播種性表在性アクチン型
OMIM:607731	Charcot-Marie-Tooth 病 2H 型
OMIM:607734	Charcot-Marie-Tooth 病, 脱髄性, 1F型
OMIM:607736	Charcot-Marie-Tooth 病, 2J型
OMIM:607745	けいれん, 良性家族性乳児, 3
OMIM:607748	高コラン酸血症, 家族性
OMIM:607765	胆汁酸合成障害, 先天性, 1
OMIM:607778	肢端大腿骨頭異形成
OMIM:607785	
OMIM:607791	Charcot-Marie-Tooth 病, 優性中間 D
OMIM:607812	頭蓋水晶体縫合異形成 (CLSD)
OMIM:607821	難聴, 常染色体劣性37
OMIM:607822	Alzheimer病3
OMIM:607823	寡毛症-リンパ浮腫-毛細血管拡張症候群 (HLTS)
OMIM:607829	僧帽弁逸脱, 粘液腫性2
OMIM:607831	Charcot-Marie-Tooth 病, 軸索型, 2K型 (CMT2K)
OMIM:607832	巣状分節性糸球体硬化症 3 (FSGS2)への感受性
OMIM:607834	
OMIM:607836	
OMIM:607841	難聴, 常染色体優性 48
OMIM:607842	外耳道閉鎖, 先天性 (CAA)
OMIM:607847	好中球減少, 非免疫性慢性本態性, 成人
OMIM:607850	手骨関節炎への感受性3
OMIM:607853	
OMIM:607855	筋ジストロフィー, 先天性メロシン欠乏性, 1A
OMIM:607857	
OMIM:607859	
OMIM:607864	尾部重複奇形
OMIM:607872	1p36欠失症候群
OMIM:607876	てんかん, ミオクローヌス, 良性成人性家族性, 2 型
OMIM:607893	
OMIM:607903	減毛症 6
OMIM:607906	先天性グリコシル化異常症 Ii 型 (CDG1i)
OMIM:607907	
OMIM:607921	色素性網膜炎 30
OMIM:607932	小眼球症, 症候群性 6
OMIM:607936	皮膚剥脱症候群
OMIM:607941	心房中隔欠損2
OMIM:607944	脊椎内軟骨異形成-免疫長節異常
OMIM:607948	
OMIM:607949	
OMIM:607965	
OMIM:607966	
OMIM:607967	
OMIM:608013	Gaucher 病, 周生期致死性
OMIM:608022	透明脊椎異骨症
OMIM:608026	高血圧性腎症
OMIM:608027	橋小脳低形成3型
OMIM:608028	タイ指趾関節癒合症候群
OMIM:608029	脊髄小脳失調, 常染色体劣性6
OMIM:608030	筋萎縮性側索硬化症6型 +/- 前頭葉側頭葉認知症
OMIM:608031	筋萎縮性側索硬化症7型 (ALS7)
OMIM:608033	脳症, 急性感染誘発性への感受性3
OMIM:608035	
OMIM:608036	糖尿病, 非インスリン依存性, 4
OMIM:608049	自閉症への感受性 3
OMIM:608051	黄斑ジストロフィー, 網膜, 2
OMIM:608063	胆管および膵管完全欠損
OMIM:608068	
OMIM:608078	統合失調症11
OMIM:608088	ニューロパチー, 遺伝性感覚, I 型-咳嗽および胃食道逆流
OMIM:608089	
OMIM:608091	Joubert 症候群 2 (JBTS2)
